"","acc_base_gps","acc_coarse","acc_summary_mean","acc_summary_var","acc_summary_med","acc_summary_stats","acc_summary_density","acc_summary_quantile"
"1",0.937777777777778,0.935555555555556,1,0.964444444444444,0.997777777777778,1,0.993333333333333,0.998888888888889
"2",0.862222222222222,0.922222222222222,0.998888888888889,0.973333333333333,0.998888888888889,0.998888888888889,0.987777777777778,1
"3",0.901111111111111,0.93,0.998888888888889,0.946666666666667,0.998888888888889,0.997777777777778,0.978888888888889,0.997777777777778
"4",0.814444444444444,0.881111111111111,0.998888888888889,0.976666666666667,0.998888888888889,0.997777777777778,0.978888888888889,0.997777777777778
"5",0.916666666666667,0.934444444444444,1,0.963333333333333,0.997777777777778,1,0.993333333333333,1
"6",0.901111111111111,0.924444444444444,1,0.964444444444444,0.997777777777778,1,0.997777777777778,1
"7",0.88,0.936666666666667,1,0.976666666666667,0.997777777777778,1,0.985555555555556,0.998888888888889
"8",0.837777777777778,0.89,0.998888888888889,0.945555555555556,0.998888888888889,0.997777777777778,0.994444444444444,0.998888888888889
"9",0.844444444444444,0.92,1,0.954444444444444,0.996666666666667,0.998888888888889,0.983333333333333,0.998888888888889
"10",0.906666666666667,0.918888888888889,1,0.958888888888889,0.997777777777778,1,0.986666666666667,1
"11",0.885555555555556,0.928888888888889,1,0.967777777777778,0.995555555555556,1,0.992222222222222,1
"12",0.874444444444444,0.94,1,0.972222222222222,0.998888888888889,0.998888888888889,0.993333333333333,0.998888888888889
"13",0.89,0.898888888888889,1,0.948888888888889,0.996666666666667,0.998888888888889,0.987777777777778,1
"14",0.784444444444444,0.842222222222222,1,0.963333333333333,0.998888888888889,1,0.993333333333333,1
"15",0.907777777777778,0.925555555555556,0.998888888888889,0.966666666666667,0.997777777777778,0.996666666666667,0.99,0.996666666666667
"16",0.925555555555556,0.937777777777778,1,0.973333333333333,0.997777777777778,0.997777777777778,0.99,0.998888888888889
"17",0.941111111111111,0.955555555555556,0.998888888888889,0.965555555555556,0.997777777777778,0.997777777777778,0.993333333333333,0.996666666666667
"18",0.913333333333333,0.927777777777778,1,0.97,0.995555555555556,1,0.995555555555556,0.997777777777778
"19",0.94,0.946666666666667,0.998888888888889,0.963333333333333,0.997777777777778,0.998888888888889,0.99,0.998888888888889
"20",0.87,0.907777777777778,1,0.951111111111111,0.997777777777778,1,0.991111111111111,1
